qty,item_i,gst_i,purchase_d
1,99692,2439041,12/11/2015_00:00:00
1,99563,3405607,10/06/2016_00:00:00
1,45206,1191735,13/02/2017_00:00:00
2.28,109559,4891090,02/02/2017_00:00:00
1,101166,2150360,30/01/2017_00:00:00
1,222091,2984487,28/10/2015_00:00:00
1,222271,4896370,16/03/2016_00:00:00
1,72354,4395969,13/02/2017_00:00:00
1,163587,4761888,17/04/2016_00:00:00
1,41574,3572764,24/02/2016_00:00:00
13,54065,2855376,05/10/2016_00:00:00
8,220353,3395549,20/09/2015_00:00:00
2,211076,1295937,20/03/2016_00:00:00
1,45406,2953355,06/09/2016_00:00:00
1,160915,685211,07/11/2015_00:00:00
1,110323,3207399,24/09/2015_00:00:00
1,44008,2692189,08/10/2015_00:00:00
1,245155,4154103,01/09/2016_00:00:00
2,182335,466727,27/01/2017_00:00:00
1,79706,4031861,15/02/2016_00:00:00
1,45345,3143404,26/08/2016_00:00:00
2,68905,2592219,29/07/2016_00:00:00
1,46334,4870477,07/09/2015_00:00:00
1,122039,4031861,06/01/2017_00:00:00
1,95755,342694,30/10/2015_00:00:00
1,45845,1702217,02/12/2015_00:00:00
1,54208,229373,01/06/2016_00:00:00
4,40628,2563664,29/01/2016_00:00:00
1,102470,1847610,18/12/2015_00:00:00
1,242683,1775601,22/12/2016_00:00:00
1,176098,1331044,02/05/2016_00:00:00
1,111220,1582797,22/07/2016_00:00:00
1,51286,1205948,09/09/2015_00:00:00
1,64278,2160830,24/01/2017_00:00:00
1,84675,4031861,16/04/2016_00:00:00
1,110461,1633923,11/11/2015_00:00:00
1,44538,3207399,05/07/2016_00:00:00
1,243059,4171887,13/11/2015_00:00:00
1,83895,3111707,25/10/2016_00:00:00
1,47771,4468708,19/07/2016_00:00:00
1,52829,1079649,15/10/2015_00:00:00
1,95382,2870253,16/03/2017_00:00:00
1,114655,2267065,21/11/2015_00:00:00
1,222273,3042070,30/01/2016_00:00:00
2,31589,281897,30/12/2016_00:00:00
2,48195,3817073,25/12/2015_00:00:00
1,137022,2268869,04/06/2016_00:00:00
1,96071,2031199,01/09/2016_00:00:00
2,50014,3838179,29/07/2016_00:00:00
1,204764,4877920,25/12/2015_00:00:00
1,106969,2482638,09/02/2017_00:00:00
1,94147,2310581,24/03/2017_00:00:00
1,42680,1633473,27/02/2016_00:00:00
1,41414,2254103,29/08/2016_00:00:00
3,58314,1020846,09/09/2016_00:00:00
1,51543,284894,12/03/2017_00:00:00
1,65998,4048954,25/09/2016_00:00:00
1,50545,1582797,06/11/2015_00:00:00
4,100191,4064400,10/03/2017_00:00:00
2,99656,1929755,18/12/2015_00:00:00
1,43371,4600662,05/12/2016_00:00:00
1,200535,519803,25/09/2015_00:00:00
1,131914,787835,15/10/2015_00:00:00
1,141809,1193696,05/02/2017_00:00:00
1,97326,257693,23/03/2016_00:00:00
2,98653,1693693,23/08/2016_00:00:00
1,151356,2042005,28/02/2017_00:00:00
2,58952,89080,24/02/2016_00:00:00
1,40486,1412720,20/02/2017_00:00:00
1,87698,4494737,02/12/2015_00:00:00
1,110933,350518,28/03/2017_00:00:00
1,190287,2032927,08/01/2017_00:00:00
1,99479,3118190,19/05/2016_00:00:00
1,63602,872914,15/07/2016_00:00:00
1,41481,2468235,01/11/2016_00:00:00
1,96025,438347,25/08/2015_00:00:00
1,102076,657068,19/08/2016_00:00:00
1,105455,5122809,12/03/2016_00:00:00
1,224361,4928655,30/08/2016_00:00:00
1,43129,769929,13/12/2016_00:00:00
1,175585,153866,18/09/2016_00:00:00
1,39226,740566,14/08/2016_00:00:00
1,99846,1055031,21/04/2016_00:00:00
1,51477,3446884,29/09/2015_00:00:00
3,97145,3500517,08/12/2016_00:00:00
1,138068,1131227,22/08/2016_00:00:00
1,103853,5043837,09/04/2016_00:00:00
1,244818,3768586,20/10/2015_00:00:00
2,51763,4935278,17/08/2015_00:00:00
1,196442,2777658,01/12/2016_00:00:00
1,179445,2208037,20/10/2016_00:00:00
1,40629,2076336,28/11/2015_00:00:00
1,42937,3479638,18/07/2016_00:00:00
1,41859,429263,11/12/2015_00:00:00
1,106673,4123949,27/10/2015_00:00:00
1,218593,4748077,19/07/2016_00:00:00
1,45255,5027818,09/12/2015_00:00:00
1,147784,87626,05/06/2016_00:00:00
1,149846,732036,11/01/2016_00:00:00
1,135799,1946366,21/12/2015_00:00:00
1,41358,1668611,16/02/2017_00:00:00
2,174942,1668611,28/06/2016_00:00:00
1,248196,1205948,13/10/2015_00:00:00
1,112410,3500517,17/03/2017_00:00:00
1,126912,4344283,30/03/2017_00:00:00
1,115323,2376181,11/11/2016_00:00:00
4,105277,2897141,03/04/2016_00:00:00
1,56573,5072702,07/05/2016_00:00:00
2,100056,89080,08/05/2016_00:00:00
1,221663,3340282,18/11/2016_00:00:00
1,63537,257693,16/12/2015_00:00:00
1,222208,1661441,29/06/2016_00:00:00
1,242671,2629,10/10/2015_00:00:00
2,93412,4217607,16/03/2016_00:00:00
1,156561,2736709,02/04/2016_00:00:00
1,140140,2678978,24/12/2015_00:00:00
2,196418,3207399,27/12/2015_00:00:00
9,118775,1636703,06/05/2016_00:00:00
1,45237,3118190,08/02/2016_00:00:00
1,88519,2983894,05/02/2017_00:00:00
1,41179,1946366,12/08/2016_00:00:00
1,99600,3479638,16/08/2016_00:00:00
1,105375,744020,22/06/2016_00:00:00
1,127163,2042005,04/02/2016_00:00:00
1,47321,3172622,26/09/2016_00:00:00
1,58435,4297736,29/05/2016_00:00:00
1,45494,2032927,15/06/2016_00:00:00
1,48553,3125430,08/03/2017_00:00:00
1,94909,5204537,14/12/2016_00:00:00
1,50638,1173538,20/12/2015_00:00:00
1,46502,284894,08/02/2016_00:00:00
1,7519,3231975,13/04/2016_00:00:00
1,91914,1407016,26/09/2016_00:00:00
1,45647,3623434,22/11/2016_00:00:00
1,122244,4861925,15/10/2016_00:00:00
1,51542,3299230,16/03/2016_00:00:00
3,196303,1888312,15/09/2016_00:00:00
1,47234,2093421,12/08/2016_00:00:00
1,95181,3327985,01/12/2016_00:00:00
2,99852,4683283,07/02/2017_00:00:00
1,93851,2254103,24/10/2015_00:00:00
1,85204,213893,13/09/2016_00:00:00
1,42596,3923515,30/03/2016_00:00:00
2,240496,4044639,08/03/2016_00:00:00
1,43668,328027,26/05/2016_00:00:00
1,68022,4217607,24/10/2016_00:00:00
1,41523,167226,04/12/2015_00:00:00
1,102222,2390272,11/02/2017_00:00:00
1,103109,2217691,30/12/2016_00:00:00
2,196660,1398285,11/02/2017_00:00:00
1,53728,2532736,12/04/2016_00:00:00
1,119169,3563193,14/03/2016_00:00:00
1,3920,64182,14/03/2016_00:00:00
1,93821,4487328,28/06/2016_00:00:00
1,64274,931756,08/12/2015_00:00:00
2,117945,342694,31/01/2017_00:00:00
2,112957,4789628,10/02/2016_00:00:00
1,101862,4683283,04/10/2015_00:00:00
1,176522,4683283,29/12/2015_00:00:00
1,40575,2450270,18/02/2017_00:00:00
1,63660,5052330,01/03/2016_00:00:00
1,22492,4368935,11/02/2017_00:00:00
2,52220,4584804,02/09/2015_00:00:00
2,37377,5122809,12/01/2017_00:00:00
3,114983,982573,23/12/2015_00:00:00
1,3687,5119214,28/09/2016_00:00:00
1,41028,1233143,13/09/2015_00:00:00
1,216968,2786142,19/08/2016_00:00:00
1,53149,3188483,27/06/2016_00:00:00
4,106963,2895155,30/08/2016_00:00:00
3,52983,1055031,05/12/2016_00:00:00
1,42676,5122809,02/03/2017_00:00:00
1,190295,2126364,26/12/2016_00:00:00
1,79718,2696804,03/11/2016_00:00:00
1,114816,3654128,15/03/2017_00:00:00
1,124943,1062410,12/08/2016_00:00:00
1,102018,2639949,24/05/2016_00:00:00
5,110048,466727,07/04/2016_00:00:00
1,116025,4202133,16/03/2016_00:00:00
1,95657,1331044,28/10/2016_00:00:00
1,206484,4280825,30/01/2017_00:00:00
1,102870,2526816,13/11/2015_00:00:00
3,170958,1331044,21/12/2015_00:00:00
1,110559,3657937,21/07/2016_00:00:00
1,73213,4584804,07/07/2016_00:00:00
1,182397,200807,14/07/2016_00:00:00
1,44299,4870477,11/08/2015_00:00:00
1,4532,4198473,31/10/2015_00:00:00
1,105487,3331340,15/10/2015_00:00:00
1,76652,2678978,15/11/2015_00:00:00
2,134543,777229,11/06/2016_00:00:00
1,104726,2806822,12/09/2015_00:00:00
1,246449,1643287,19/09/2015_00:00:00
1,122041,4919709,29/11/2016_00:00:00
1,199876,3071456,03/07/2016_00:00:00
1,110499,1212734,25/09/2015_00:00:00
2,58840,2032927,28/08/2015_00:00:00
1,103879,4044639,13/02/2016_00:00:00
1,170219,2736709,14/03/2017_00:00:00
2,41160,1046056,16/08/2015_00:00:00
2,140110,3395549,15/02/2017_00:00:00
2,43336,3563193,12/12/2016_00:00:00
2,59003,2653450,12/04/2016_00:00:00
1,222195,200807,09/03/2016_00:00:00
1,41730,5188419,06/10/2016_00:00:00
1,125161,318925,26/01/2017_00:00:00
1,50857,1079649,14/03/2016_00:00:00
1,48448,330037,11/09/2015_00:00:00
1,19442,3208296,05/01/2016_00:00:00
1,42604,689612,21/02/2016_00:00:00
1,196745,681965,20/02/2016_00:00:00
1,45744,2241200,27/08/2015_00:00:00
1,122116,1326904,12/08/2016_00:00:00
1,95735,2758317,21/10/2015_00:00:00
2,55753,421691,11/02/2017_00:00:00
1,95200,3247351,31/10/2016_00:00:00
2,220002,4264338,26/11/2015_00:00:00
1,63474,2855376,21/10/2015_00:00:00
2,97717,2639949,05/12/2016_00:00:00
2,48436,4437981,06/12/2016_00:00:00
1,211585,2855376,04/10/2015_00:00:00
1,95406,1869704,29/12/2016_00:00:00
3,43057,4716202,07/11/2016_00:00:00
1,52888,1582797,05/01/2016_00:00:00
1,196504,2213602,09/01/2016_00:00:00
1,99176,2031199,11/02/2017_00:00:00
1,105090,350518,27/12/2015_00:00:00
1,5224,5073990,20/02/2016_00:00:00
1,109313,438347,28/09/2015_00:00:00
1,50193,1127374,11/01/2017_00:00:00
1,45519,2623876,30/11/2016_00:00:00
2,58827,3657937,30/12/2016_00:00:00
1,58966,2742150,04/04/2016_00:00:00
1,101355,1407016,12/02/2017_00:00:00
1,168942,681965,24/04/2016_00:00:00
1,104113,2268869,21/12/2015_00:00:00
1,41861,4217607,21/08/2015_00:00:00
1,199557,4078974,30/11/2015_00:00:00
2,105853,1233143,17/03/2016_00:00:00
1,96911,2229365,13/12/2016_00:00:00
1,145223,4395642,09/12/2016_00:00:00
1,63806,3384086,02/09/2015_00:00:00
1,50656,1233143,12/05/2016_00:00:00
1,2652,117050,17/10/2015_00:00:00
2,124331,2576483,26/09/2016_00:00:00
1,241240,4315268,31/03/2016_00:00:00
1,222289,3683220,18/08/2015_00:00:00
1,97384,4315268,26/05/2016_00:00:00
1,102525,129491,28/02/2017_00:00:00
2,105952,4716202,24/12/2015_00:00:00
1,48973,3789922,02/12/2016_00:00:00
1,102438,4807717,21/01/2017_00:00:00
1,33688,5027818,30/04/2016_00:00:00
1,44537,2031199,12/06/2016_00:00:00
2,41729,1046735,20/08/2015_00:00:00
1,109539,2405074,22/01/2016_00:00:00
1,196611,1869704,17/02/2017_00:00:00
1,41244,1295937,10/01/2016_00:00:00
2,100132,5042368,18/09/2015_00:00:00
1,19457,3384086,11/12/2016_00:00:00
1,48775,4243895,04/10/2016_00:00:00
1,31133,2813558,08/05/2016_00:00:00
2,85809,1668611,19/11/2015_00:00:00
2,93412,554286,22/12/2016_00:00:00
1,46280,2522265,23/03/2016_00:00:00
1,55727,2482638,23/05/2016_00:00:00
1,42580,4086169,11/09/2015_00:00:00
1,127105,2158296,04/09/2015_00:00:00
1,109834,2653350,02/12/2015_00:00:00
1,48030,1783632,29/01/2017_00:00:00
4,105952,1904015,15/08/2015_00:00:00
1,195276,5027818,28/01/2017_00:00:00
2,87992,3520500,12/04/2016_00:00:00
1,119082,1165484,17/10/2015_00:00:00
1,134448,1904015,18/01/2016_00:00:00
0.57,110506,5031197,18/04/2016_00:00:00
1,99903,1609362,18/01/2017_00:00:00
1,218092,1212734,11/02/2016_00:00:00
1,58827,4470069,28/06/2016_00:00:00
1,104126,657068,28/03/2017_00:00:00
1,95164,2695312,12/03/2016_00:00:00
1,118641,4924525,12/06/2016_00:00:00
1,134459,2160830,28/09/2016_00:00:00
3,48936,1591857,18/04/2016_00:00:00
1,42911,3143404,17/04/2016_00:00:00
2,54221,2339655,26/02/2016_00:00:00
1,98465,3143404,01/09/2015_00:00:00
1,79716,328027,09/06/2016_00:00:00
1,113856,1759023,05/02/2016_00:00:00
1,78698,3789922,31/05/2016_00:00:00
1,41443,185169,15/07/2016_00:00:00
3,95543,466727,06/02/2016_00:00:00
1,40514,823770,28/01/2017_00:00:00
1,146912,4835889,13/01/2017_00:00:00
1,111097,2793569,17/07/2016_00:00:00
5,41984,1795401,25/03/2017_00:00:00
1,48527,87626,02/02/2017_00:00:00
2,95083,4623787,06/05/2016_00:00:00
1,97272,5042368,13/08/2016_00:00:00
1,46061,1847610,02/09/2015_00:00:00
1,192219,2020816,03/11/2016_00:00:00
1,243012,4443752,03/09/2015_00:00:00
1,241760,2265296,20/09/2016_00:00:00
1,97463,2563664,06/10/2015_00:00:00
2,123264,2639949,17/05/2016_00:00:00
2,41065,2229365,09/02/2016_00:00:00
3,222119,81036,13/07/2016_00:00:00
1,46973,4443752,24/08/2015_00:00:00
1,98338,2701803,07/12/2015_00:00:00
3,47330,4414710,23/09/2016_00:00:00
1,152332,3544885,09/11/2015_00:00:00
1,101364,1233143,14/01/2016_00:00:00
1,118327,4489645,13/08/2016_00:00:00
1,124936,3678819,07/01/2016_00:00:00
2,96070,3879451,03/12/2015_00:00:00
1,45958,2639949,14/04/2016_00:00:00
1,109237,1990893,29/09/2016_00:00:00
1,43010,4861925,19/01/2016_00:00:00
1,47316,2734609,07/02/2017_00:00:00
1,134459,1173538,02/06/2016_00:00:00
1,230519,1150241,18/02/2016_00:00:00
1,219539,171522,25/10/2015_00:00:00
1,63863,2208037,12/06/2016_00:00:00
3,5028,965651,05/09/2016_00:00:00
1,123586,4998335,25/01/2017_00:00:00
1,238493,3637531,27/10/2015_00:00:00
1,188553,1483888,01/09/2015_00:00:00
2,108892,1428387,03/07/2016_00:00:00
1,34788,3094304,21/09/2016_00:00:00
1,65909,4494368,15/12/2016_00:00:00
3.08,109042,4049962,14/02/2016_00:00:00
1,110215,513585,25/10/2016_00:00:00
1,100626,4041753,27/09/2016_00:00:00
1,217362,3016951,04/12/2015_00:00:00
2,42882,2701803,14/09/2015_00:00:00
1,231567,3096827,12/01/2017_00:00:00
1,152546,4919709,06/12/2015_00:00:00
2,43670,2631233,29/09/2016_00:00:00
1,113428,5180578,23/10/2016_00:00:00
1,95200,4278683,14/01/2017_00:00:00
1,41277,3520500,27/10/2016_00:00:00
1,5326,4924525,16/06/2016_00:00:00
1,236964,740566,06/09/2015_00:00:00
1,195328,3677309,06/10/2016_00:00:00
1,164409,1715906,27/01/2016_00:00:00
1,96175,4870477,02/06/2016_00:00:00
1,193016,2208037,20/12/2015_00:00:00
1,41276,171522,26/10/2016_00:00:00
1,45246,17544,11/03/2017_00:00:00
9,41277,4716202,08/12/2016_00:00:00
2,51831,1946366,19/11/2016_00:00:00
2,105409,5119214,06/04/2016_00:00:00
1,99683,681965,19/12/2016_00:00:00
1,64772,3654128,02/01/2016_00:00:00
1,93291,3688086,11/11/2015_00:00:00
1,48115,1427982,18/02/2016_00:00:00
1,207770,2878698,26/11/2015_00:00:00
2,3738,3460348,24/06/2016_00:00:00
1,40091,83604,06/02/2017_00:00:00
1,194347,539590,27/07/2016_00:00:00
1,75513,4981028,26/08/2015_00:00:00
3,40446,3118190,31/12/2015_00:00:00
1,82295,4661530,13/04/2016_00:00:00
1,45378,1104597,15/03/2017_00:00:00
1,48311,1054115,10/10/2015_00:00:00
1,41489,1603522,01/10/2015_00:00:00
1,43943,3391014,14/02/2016_00:00:00
1,56536,3340321,24/12/2016_00:00:00
2,172449,3172622,24/05/2016_00:00:00
1,40148,421691,02/11/2015_00:00:00
2,42835,4368935,23/11/2016_00:00:00
1,95256,1461496,12/03/2016_00:00:00
1,3920,3207399,13/09/2016_00:00:00
1,176098,1651863,19/01/2017_00:00:00
2,50512,4870477,25/12/2016_00:00:00
1,246731,1699325,24/09/2016_00:00:00
1,46658,4280825,10/03/2016_00:00:00
1,56971,787835,03/01/2016_00:00:00
2,241294,3243291,16/08/2015_00:00:00
6,40628,4355563,26/03/2016_00:00:00
1,40478,330037,22/10/2015_00:00:00
1,55318,4527625,02/05/2016_00:00:00
1,114034,4185084,11/02/2017_00:00:00
5,47714,2895155,12/11/2015_00:00:00
1,171275,2563664,24/11/2015_00:00:00
1,237776,435687,22/03/2017_00:00:00
2,241755,486047,10/10/2015_00:00:00
1,222272,2773036,08/09/2016_00:00:00
1,117078,3520500,24/01/2016_00:00:00
1,205578,2217691,26/08/2015_00:00:00
2,198277,1275290,24/12/2015_00:00:00
1,88864,3027393,20/09/2016_00:00:00
1,53183,3213687,12/09/2016_00:00:00
1,92621,4697069,17/02/2017_00:00:00
1,134966,3688883,06/09/2015_00:00:00
3,40891,2752166,14/10/2016_00:00:00
1,53194,2895155,17/07/2016_00:00:00
1,179434,2563664,16/03/2017_00:00:00
4,45594,2549794,12/03/2016_00:00:00
1,46062,3563193,06/09/2016_00:00:00
1,215644,2742150,18/02/2017_00:00:00
1,47650,5027818,14/08/2015_00:00:00
1,42658,2581641,29/01/2017_00:00:00
3,54047,2241200,24/11/2015_00:00:00
1,101998,4302387,17/03/2017_00:00:00
1,42581,1090119,25/03/2016_00:00:00
1,45255,208060,18/08/2015_00:00:00
1,220615,2154675,14/12/2015_00:00:00
1,188337,34031,18/10/2016_00:00:00
1,159372,2262224,15/04/2016_00:00:00
2,40856,4935278,18/01/2017_00:00:00
1,101971,2390272,25/11/2015_00:00:00
3,141800,2376181,20/11/2015_00:00:00
1,52215,342694,03/02/2017_00:00:00
1,40958,2376181,25/08/2015_00:00:00
1,115593,492669,22/09/2016_00:00:00
1,115032,635476,29/09/2015_00:00:00
1,45976,3210381,25/12/2016_00:00:00
2,42546,4937722,22/01/2017_00:00:00
1,107613,3340321,23/12/2016_00:00:00
1,87990,1183190,21/11/2016_00:00:00
1,48954,1028712,28/09/2015_00:00:00
3,33684,3817073,06/01/2016_00:00:00
1,242688,4078974,11/03/2017_00:00:00
1,231176,4078974,26/09/2015_00:00:00
1,40866,3544885,14/11/2015_00:00:00
1,98116,494390,19/01/2016_00:00:00
3,241799,4302387,18/02/2017_00:00:00
1,41798,87810,21/12/2016_00:00:00
1,204813,2899665,06/11/2016_00:00:00
1,106564,2262224,26/10/2016_00:00:00
1,101159,2459666,23/03/2016_00:00:00
3,98791,2904544,17/04/2016_00:00:00
1,102127,1971428,14/06/2016_00:00:00
1,,341462,10/12/2016_00:00:00
1,156863,101393,25/12/2015_00:00:00
2,41304,5137205,25/10/2016_00:00:00
1,142424,3096827,12/12/2015_00:00:00
1,106570,5051874,25/10/2016_00:00:00
1,41077,1197140,30/09/2016_00:00:00
1,195920,361788,10/09/2016_00:00:00
1,243059,3883892,11/11/2015_00:00:00
2,45599,600281,09/12/2015_00:00:00
1,198062,2568425,05/01/2016_00:00:00
1,47465,3563193,03/02/2016_00:00:00
1,44494,3178291,26/10/2015_00:00:00
1,95423,87626,26/07/2016_00:00:00
1,122464,4516122,05/11/2015_00:00:00
1,45270,4784056,09/06/2016_00:00:00
1,50633,1149687,16/10/2015_00:00:00
2,75495,4937722,04/11/2015_00:00:00
1,191131,3688883,17/10/2015_00:00:00
1,173483,429263,31/12/2016_00:00:00
3,110411,1946366,23/12/2015_00:00:00
1,94411,3799710,04/03/2017_00:00:00
1,37091,2956085,14/09/2015_00:00:00
1,100341,5057627,05/11/2016_00:00:00
2,124948,3208296,17/06/2016_00:00:00
1,105851,421691,24/03/2016_00:00:00
2,41029,3706368,19/10/2016_00:00:00
1,40061,2955321,07/05/2016_00:00:00
2,50854,4928655,27/03/2017_00:00:00
1,41316,1702217,29/01/2016_00:00:00
1,45812,3520500,05/11/2016_00:00:00
2,50987,4626156,29/03/2017_00:00:00
1,103112,1719858,08/01/2016_00:00:00
4,40463,4650736,04/10/2016_00:00:00
2,172436,685744,05/02/2017_00:00:00
1,43667,647592,22/10/2016_00:00:00
1,55318,1128321,24/10/2016_00:00:00
2,40675,4507374,16/02/2016_00:00:00
1,93411,4683283,04/09/2015_00:00:00
8,51084,5401,14/12/2016_00:00:00
1,106990,3572764,22/10/2016_00:00:00
1,141809,2868206,28/02/2016_00:00:00
1,45170,1971428,13/03/2016_00:00:00
1,218712,1398285,01/09/2015_00:00:00
1,105033,434137,14/12/2015_00:00:00
1,179677,1295937,31/03/2016_00:00:00
1,124053,3228967,19/12/2015_00:00:00
1,105481,3217007,15/03/2017_00:00:00
1,239979,2693706,13/01/2016_00:00:00
1,79511,1651863,30/04/2016_00:00:00
2,114144,2262224,22/12/2015_00:00:00
1,208405,1212734,10/06/2016_00:00:00
1,106756,3883892,09/08/2016_00:00:00
1,39983,863470,17/09/2016_00:00:00
1,170928,2767917,26/06/2016_00:00:00
1,50629,5119214,15/09/2015_00:00:00
1,51939,1966913,18/05/2016_00:00:00
1,49659,3384086,29/07/2016_00:00:00
1,41556,4938281,02/09/2016_00:00:00
1,97680,1507740,16/12/2016_00:00:00
11,42489,1287698,08/01/2016_00:00:00
1,33296,961883,12/06/2016_00:00:00
1,172436,5105133,21/08/2015_00:00:00
2,40642,4743644,24/01/2017_00:00:00
1,48838,4966550,27/09/2016_00:00:00
1,205722,3900527,27/09/2015_00:00:00
2,160501,3664411,21/09/2015_00:00:00
1,45875,3039461,22/08/2015_00:00:00
1,45458,896077,13/07/2016_00:00:00
4,114177,3207399,17/10/2015_00:00:00
2,100128,257693,07/01/2017_00:00:00
1,43333,1365052,06/01/2017_00:00:00
2,54403,4683283,20/08/2016_00:00:00
2,47738,1487677,28/06/2016_00:00:00
1,152552,2663183,09/10/2016_00:00:00
1,46367,284894,06/08/2016_00:00:00
1,108971,4211868,31/10/2016_00:00:00
1,40222,342694,13/10/2015_00:00:00
1,19392,4743644,25/02/2016_00:00:00
2,126256,1374177,28/01/2016_00:00:00
1,41861,982573,20/05/2016_00:00:00
2,41243,1295937,29/01/2016_00:00:00
1,44025,2138738,22/12/2015_00:00:00
1,221725,2984487,20/08/2016_00:00:00
2,45342,984205,03/12/2015_00:00:00
1,219691,4889248,28/12/2016_00:00:00
1,59801,1365052,19/02/2017_00:00:00
1,43853,5039478,08/01/2017_00:00:00
1,97433,3172622,22/01/2016_00:00:00
1,55753,3678819,07/02/2016_00:00:00
4,105380,2696804,22/01/2016_00:00:00
1,42480,4192601,08/01/2017_00:00:00
1,76471,4674330,11/05/2016_00:00:00
1,202598,685744,11/10/2016_00:00:00
1,115473,3096827,05/02/2017_00:00:00
1,107927,4924525,21/12/2016_00:00:00
1,41077,4789427,19/02/2017_00:00:00
2,41260,513585,18/04/2016_00:00:00
1,124535,2631233,22/02/2017_00:00:00
1,119960,466727,05/01/2017_00:00:00
1,126000,3170539,18/10/2016_00:00:00
1,159498,5043837,06/07/2016_00:00:00
2,43103,657068,04/02/2017_00:00:00
1,174128,4423124,19/08/2015_00:00:00
1,222217,4972851,21/08/2015_00:00:00
1,95938,574930,10/10/2016_00:00:00
1,147892,539590,24/03/2016_00:00:00
1,214990,519803,24/06/2016_00:00:00
1,162737,961883,22/02/2016_00:00:00
1,100240,439113,29/05/2016_00:00:00
1,57541,2405074,11/05/2016_00:00:00
1,63952,5002348,11/12/2015_00:00:00
2,42879,1123534,23/04/2016_00:00:00
1,205413,3145599,05/05/2016_00:00:00
1,154021,492669,15/12/2015_00:00:00
1,93413,3879451,01/02/2016_00:00:00
1,89323,2563664,19/08/2016_00:00:00
1,243708,3377771,22/05/2016_00:00:00
1,211539,3572764,23/10/2015_00:00:00
1,94520,2715529,22/10/2016_00:00:00
1,132907,3208059,19/03/2017_00:00:00
1,38046,284894,18/01/2017_00:00:00
1,214748,4355563,21/05/2016_00:00:00
1,46243,1118738,23/06/2016_00:00:00
5,101328,740566,29/03/2017_00:00:00
2,48186,101393,06/04/2016_00:00:00
1,73080,4489645,14/03/2017_00:00:00
1,106570,4448932,27/02/2017_00:00:00
1,121279,2563664,02/01/2017_00:00:00
1,46283,2576483,25/10/2016_00:00:00
1,53965,1971428,22/09/2015_00:00:00
3,40583,1636703,29/01/2016_00:00:00
1,106852,3479638,12/12/2016_00:00:00
1,45453,5137205,25/10/2015_00:00:00
1,64145,5051874,25/07/2016_00:00:00
1,221636,777229,30/09/2015_00:00:00
1,167755,744020,31/10/2016_00:00:00
1,48977,458047,08/11/2016_00:00:00
1,93823,2602819,04/04/2016_00:00:00
1,122470,1631542,10/12/2016_00:00:00
1,43007,3207399,08/11/2015_00:00:00
1,67766,1825491,28/03/2017_00:00:00
2,48584,1507740,01/04/2016_00:00:00
4,64524,3683804,13/08/2016_00:00:00
1,101263,4054017,19/01/2017_00:00:00
1,98338,3948430,11/11/2015_00:00:00
1,3724,1427982,13/08/2016_00:00:00
1,49170,1770465,20/08/2016_00:00:00
1,51610,3143404,27/12/2015_00:00:00
1,42068,466727,02/04/2016_00:00:00
1,198273,2734609,23/10/2016_00:00:00
1,50551,2934551,17/03/2016_00:00:00
2,94514,3503802,14/01/2017_00:00:00
1,102222,1149687,10/04/2016_00:00:00
1,112408,1337938,29/12/2016_00:00:00
2,221342,5027818,20/08/2016_00:00:00
1,42534,2809173,11/05/2016_00:00:00
1,63394,2526816,17/05/2016_00:00:00
1,64524,647592,01/08/2016_00:00:00
1,218740,2033617,16/10/2015_00:00:00
3,108890,2076336,04/03/2017_00:00:00
1,98179,1041571,02/02/2016_00:00:00
1,220101,5027818,21/02/2016_00:00:00
1,214750,2992822,25/11/2015_00:00:00
1,95331,3752512,12/11/2016_00:00:00
1,48513,4419302,25/12/2016_00:00:00
2,96407,1191735,03/02/2016_00:00:00
1,114126,5072702,29/10/2016_00:00:00
1,134077,2955539,26/06/2016_00:00:00
1,101833,3580428,23/06/2016_00:00:00
1,72347,1046056,23/11/2016_00:00:00
1,165547,1148427,08/03/2017_00:00:00
1,101862,3327985,21/08/2016_00:00:00
1,231019,5119214,17/02/2017_00:00:00
3,43870,739663,30/10/2015_00:00:00
1,41182,1869704,21/02/2017_00:00:00
1,105660,3572764,05/01/2017_00:00:00
1,158570,2777658,30/04/2016_00:00:00
1,46165,4048954,02/01/2017_00:00:00
1,244805,2245499,13/01/2017_00:00:00
1,100073,4334799,30/06/2016_00:00:00
2,96720,4878969,13/12/2015_00:00:00
1,135786,492669,17/03/2017_00:00:00
1,43458,2868206,15/10/2016_00:00:00
1,231034,1127374,02/10/2015_00:00:00
1,629,389992,17/09/2015_00:00:00
1,41032,3025723,26/10/2016_00:00:00
1,224102,1796326,03/04/2016_00:00:00
1,194392,2107213,05/12/2015_00:00:00
1,45418,3623434,19/08/2016_00:00:00
1,73125,3609975,23/11/2016_00:00:00
1,4726,3210381,05/09/2016_00:00:00
1,34787,4235440,27/11/2015_00:00:00
1,43649,4525173,28/12/2015_00:00:00
1,236169,1487677,03/08/2016_00:00:00
1,152446,213893,23/06/2016_00:00:00
1,160192,1183190,14/03/2017_00:00:00
1,49690,815973,08/02/2017_00:00:00
1,125737,2482638,22/10/2015_00:00:00
1,95738,4753139,25/04/2016_00:00:00
1,99334,1020846,09/04/2016_00:00:00
1,109562,4919709,07/10/2016_00:00:00
2,45981,1295937,22/12/2016_00:00:00
1,99826,3243291,27/12/2015_00:00:00
1,47540,4742870,26/07/2016_00:00:00
1,136638,2267065,25/09/2015_00:00:00
2,203121,5078050,03/08/2016_00:00:00
